"","vfinx","veurx","veiex","vbltx","vbisx","vpacx"
"Sep 2013",0.0263507352388817,0.0652570729352915,0.063149213856649,0.00775178687776013,0.00563464483322229,0.0823967291398142
"Oct 2013",0.0507874060665781,0.0445470457012997,0.0546331212365432,0.0203671268647696,0.00370734587311738,0.0202685753629124
"Nov 2013",0.0302841264527316,0.0111770106747915,-0.0201643745197596,-0.0158130433888347,0.000853140102710537,-0.000850571167483993
"Dec 2013",0.0198754741984069,0.0221067038618992,-0.0144814532223219,-0.00910241509902032,-0.0057829746049245,-0.011915069630322
"Jan 2014",-0.0296835584702044,-0.0367029391552982,-0.0681591165127722,0.0475327371687395,0.00697271886058859,-0.0438469625354284
"Feb 2014",0.0456067935980802,0.0719257727816263,0.0341952748332335,0.0145889931738161,0.00180669692747881,0.0328465400067577
"Mar 2014",0.00395461837177913,-0.0213359257577552,0.036290325110989,0.00636617310291832,-0.00294339101176166,-0.00265021204443827
"Apr 2014",0.0115257339317174,0.0408749119379743,0.00733273095557041,0.0212453273146886,0.00305206454074525,-0.00100135268206147
"May 2014",0.0233490968748671,0.00770189829774726,0.0371660137337686,0.0252470989348699,0.00371106040658953,0.0319715054244731
"Jun 2014",0.0162414460220681,-0.015897233800129,0.0205301446156443,0.00124704251574004,-0.000948607649053801,0.0206541566073852
"Jul 2014",-0.00972184479595084,-0.0257872628715177,0.0240072443225843,0.00339633994811939,-0.00190083512083805,0.0139759702137694
"Aug 2014",0.039872024928042,0.00615474958948403,0.0356886739090694,0.0351354101679557,0.00285951677486351,-0.00167511663389186
"Sep 2014",-0.0185512559222002,-0.0441079975184893,-0.0807518870445842,-0.0252089212969787,-0.00190296099924081,-0.0494965478995334
"Oct 2014",0.0287921479289803,-0.0173018389841503,0.0332193853684053,0.020198413275951,0.00477107380153341,0.0279363262323409
"Nov 2014",0.0268238283580171,0.0213427597521261,-0.00999236780825208,0.0185713191202761,0.00190115886053666,-0.0336496452421667
"Dec 2014",-0.00788914119615236,-0.0498818998328905,-0.0534579908248379,0.0153287535216118,-0.00474744416683048,-0.0357145337759426
"Jan 2015",-0.0248894668718396,0.00909575217531899,0.0106759377207957,0.0667840152444421,0.0117598566601256,0.0294744819309252
"Feb 2015",0.0573382144675467,0.0607774024013927,0.0353080167570645,-0.035957754960424,-0.00472821280359215,0.0563637625022597
"Mar 2015",-0.020643744473799,-0.0296469613587746,-0.0219781605432258,0.00428363786359665,0.00371111718488715,0.00258155191822462
"Apr 2015",0.0143866172824443,0.047792301068762,0.0792113070890372,-0.02263884242734,0.000381053340877457,0.0418244055145927
"May 2015",0.0127259567424065,0.00164694488058226,-0.0337885428201323,-0.021547126355844,0.00104370442402502,-0.00825101063358979
"Jun 2015",-0.0236446555155657,-0.0470240409984541,-0.0323660650907344,-0.0350603593340352,-0.0018039374916865,-0.027454217080673
"Jul 2015",0.0252905875006626,0.0408052503817651,-0.0598818861915311,0.026727066104163,0.00200039418504128,-0.00267208175975708
"Aug 2015",-0.0604160699410173,-0.0703465176867686,-0.0932343760701553,-0.0149251515961387,-0.000854389668684008,-0.0751296029520394
"Sep 2015",-0.0297948694393297,-0.0448952236903264,-0.0450410251277381,0.011756789142725,0.00486211210517018,-0.045751610366336
"Oct 2015",0.0896083803539474,0.0651305574135128,0.0696222461761427,0.00556568565719617,-0.00180444079910924,0.0787166745496992
"Nov 2015",0.0028637771263007,-0.012866234412969,-0.0324908774039726,-0.00473470345510729,-0.00180959276154968,-0.00272969282617419
"Dec 2015",-0.0214424626984698,-0.0278784376706196,-0.0293844350030322,-0.0124098262054038,-0.0037254043536662,-0.0145985037421115
"Jan 2016",-0.044505592284156,-0.0553205515574354,-0.05582287484642,0.0248829525019365,0.00950638518790448,-0.0471543655278335
"Feb 2016",-0.00145161191332055,-0.0280964502270941,-0.00869112372189185,0.0198480055075991,0.00209671026555691,-0.0353634354569211
"Mar 2016",0.0623460585856455,0.0610748496450144,0.128932514763568,0.0295615684871606,0.00485308251822403,0.0763747944542874
"Apr 2016",0.00886948113629926,0.0339086465951066,0.00910149683007422,0.0133105004328886,0.00113892212740474,0.0103378288643505
"May 2016",0.0178290088215614,-0.00559698841329725,-0.0339983294778233,0.000999146830659825,-0.00170673456385206,0.00469045564156723
"Jun 2016",-0.00221520547516008,-0.0622888503912663,0.044110901569925,0.0514047394943851,0.00969866439553213,-0.00653592187764496
"Jul 2016",0.0416913214573402,0.0581559868550481,0.0529924632589851,0.0259093736338858,0.00113252580167611,0.0635713711641115
"Aug 2016",0.00129497473426032,0.00732189737191868,0.0167455448930776,-0.000974132962678786,-0.00254447250532053,0.00267147747714902
"Sep 2016",-0.00417804599360583,0.00076495499608864,0.000844541351359807,-0.0102885729882949,0.00217666322117838,0.0248666421046251
"Oct 2016",-0.0140693917489385,-0.0291875969160889,0.0182686882394822,-0.0300833557011263,-0.00264685778206264,-0.00723569495444432
"Nov 2016",0.0369899416796857,-0.0229520413959504,-0.043605931186401,-0.0623161676037789,-0.00920583717312895,-0.0140104113906497
"Dec 2016",0.0135420167671936,0.0429323520253637,-0.00569929141885117,0.0053997999443931,0.000190803112486648,-0.0159858065926972
"Jan 2017",0.0249322279456823,0.0335707755573007,0.0536758702741025,0.00805944033962014,0.00240178742988362,0.0598866233249133
"Feb 2017",0.0396274544870316,0.00641508292541348,0.0327730403769473,0.0181564239236218,0.0022069032531733,0.0215516384481778
"Mar 2017",-0.00342784385562622,0.0367454068241468,0.0211554936137226,-0.00655608616526338,0.000190675637482762,0.0151897514643893
"Apr 2017",0.0146142249944212,0.0464506458463914,0.0152994816253682,0.0151060712643161,0.00412381329987177,0.00998340769297834
"May 2017",0.0139374516851933,0.0479331910213985,0.0121807832278427,0.0191501477293401,0.00219951958427456,0.0222588865322351
"Jun 2017",0.00183576873879199,-0.0212130531778212,0.00194090292130067,0.0096085877999792,-0.000573486459353179,0.0104837618586329
"Jul 2017",0.0247821761193578,0.0441953061407863,0.059164154041748,0.00305458882971132,0.00315774142225278,0.0335094852522719
"Aug 2017",0.00293433921259356,0.00131482751370648,0.0309049855303674,0.0209335424671551,0.00324874429279265,0.00155516333440331
"Sep 2017",0.0156339874897771,0.0279054389637192,-0.0189150322902798,-0.0102041193674657,-0.00247972729397306,0.00776398158257297
"Oct 2017",0.0281751539094255,0.0077709120741567,0.0359271874694715,0.00376346071065092,-0.000574295188698559,0.0487053275159393
"Nov 2017",0.0305934145351605,0.00127221691750035,0.00177563013206883,0.00524009875753229,-0.00335723067604043,0.020648936224698
"Dec 2017",0.00644262997628609,0.0095298954869365,0.0308401474073432,0.0192168518997153,0.000384178780297617,0.00216770326544324
"Jan 2018",0.0619314059752729,0.0603576647865494,0.0885344493287064,-0.0205174748043322,-0.00530495571938383,0.0604831868791502
"Feb 2018",-0.0369846432672236,-0.0611393471443198,-0.0472715681491315,-0.0311172233032089,-0.00242824124568897,-0.0358126427190816
"Mar 2018",-0.0296891487708303,-0.00794149309410019,-0.0133200983825885,0.0124728803106704,0.00234000153510383,-0.00642860887579977
"Apr 2018",0.00796055357799386,0.0265675620480164,-0.0195367282542553,-0.0185716182555141,-0.00331110341320129,0.00476112853727972
"May 2018",0.0239457476204974,-0.0266290930195242,-0.0282661152880986,0.00920419927711613,0.00450367807098062,-0.0100286900867574
"Jun 2018",0.00163620813020482,-0.0292886857709891,-0.050727237672975,-0.002684668951209,0.000584172328192301,-0.033285061271077
"Jul 2018",0.0416229217365838,0.0530740180245313,0.0378734323732446,0.00313477859275291,-0.000390917366783095,0.0153154340835286
